Company Name,Domain,Website,LinkedIn URL,Founded Year,Revenue,Revenue (USD),Tier,SaaS Status & Reason
Braintrust,usebraintrust.com,https://www.usebraintrust.com,https://www.linkedin.com/company/usebraintrust,2018.0,54.9M,54900000.0,Tier 1,True
edX,edx.org,https://www.edx.org,https://www.linkedin.com/school/edx,2012.0,210M,210000000.0,Tier 1,True
WalkMe,walkme.com,https://www.walkme.com,https://www.linkedin.com/company/walkme,2011.0,268.4M,268416000.0,Tier 1,True
Sprinto,sprinto.com,https://www.sprinto.com,https://www.linkedin.com/company/sprinto-com,2020.0,12M,12000000.0,Tier 1,True
Lucidity,lucidity.cloud,https://www.lucidity.cloud,https://www.linkedin.com/company/lucidity-cloud,2021.0,18.9M,18900000.0,Tier 1,True
SevenRooms,sevenrooms.com,https://www.sevenrooms.com,https://www.linkedin.com/company/sevenrooms,2011.0,43M,43000000.0,Tier 1,True
Khoros,khoros.com,https://www.khoros.com,https://www.linkedin.com/company/khoros,2019.0,284.3M,284300000.0,Tier 1,True
InVision,invisionapp.com,https://www.invisionapp.com,https://www.linkedin.com/company/invisionapp,2011.0,63.3M,63300000.0,Tier 1,True
Versapay,versapay.com,https://www.versapay.com,https://www.linkedin.com/company/versapay,2006.0,42M,42000000.0,Tier 1,True
PandaDoc,pandadoc.com,https://www.pandadoc.com,https://www.linkedin.com/company/pandadoc,2014.0,100M,100000000.0,Tier 1,True
Capital Rx,judi.health,https://www.judi.health,https://www.linkedin.com/company/cap-rx,2017.0,31M,31000000.0,Tier 1,True
Pendo.io,pendo.io,https://www.pendo.io,https://www.linkedin.com/company/pendo-io,2013.0,200M,200000000.0,Tier 1,True
Cloudbeds,cloudbeds.com,https://www.cloudbeds.com,https://www.linkedin.com/company/cloudbeds,2012.0,84.8M,84800000.0,Tier 1,True
Mindtickle,mindtickle.com,https://www.mindtickle.com,https://www.linkedin.com/company/mindtickle,2012.0,168.4M,168400000.0,Tier 1,True
Rock Content,rockcontent.com,https://www.rockcontent.com,https://www.linkedin.com/company/rockcontent,2013.0,116.3M,116300000.0,Tier 1,True
Sumo Logic,sumologic.com,https://www.sumologic.com,https://www.linkedin.com/company/sumo-logic,2010.0,300.7M,300668000.0,Tier 1,True
Ontop,getontop.com,https://www.getontop.com,https://www.linkedin.com/company/ontopai,2020.0,15M,15000000.0,Tier 1,True
AppDirect,appdirect.com,https://www.appdirect.com,https://www.linkedin.com/company/appdirect,2009.0,227M,227000000.0,Tier 1,True
Abacus.AI,abacus.ai,https://www.abacus.ai,https://www.linkedin.com/company/abacusai,2019.0,30M,30000000.0,Tier 1,True
Airtable,airtable.com,https://www.airtable.com,https://www.linkedin.com/company/airtable,2012.0,478M,478000000.0,Tier 1,True
Paystack,paystack.com,https://www.paystack.com,https://www.linkedin.com/company/paystack,2015.0,51M,51000000.0,Tier 1,True
Pixis,pixis.ai,https://www.pixis.ai,https://www.linkedin.com/company/pixisai,2018.0,55.5M,55500000.0,Tier 1,True
Fortanix,fortanix.com,https://www.fortanix.com,https://www.linkedin.com/company/fortanix,2016.0,24.9M,24900000.0,Tier 1,True
Chainalysis,chainalysis.com,https://www.chainalysis.com,https://www.linkedin.com/company/chainalysis,2014.0,325.1M,325100000.0,Tier 1,True
"Drift, a Salesloft company",drift.com,https://www.drift.com,https://www.linkedin.com/company/drift,2015.0,135M,135000000.0,Tier 1,True
Crunchbase,crunchbase.com,https://www.crunchbase.com,https://www.linkedin.com/company/crunchbase,2007.0,65M,65000000.0,Tier 1,True
Handshake,joinhandshake.com,https://www.joinhandshake.com,https://www.linkedin.com/company/team-handshake,2014.0,280M,280000000.0,Tier 1,True
Yellow.ai,yellow.ai,https://www.yellow.ai,https://www.linkedin.com/company/yellowdotai,2016.0,79.5M,79500000.0,Tier 1,True
Acumatica,acumatica.com,https://www.acumatica.com,https://www.linkedin.com/company/acumatica,2008.0,90.2M,90150000.0,Tier 1,True
Leena AI,leena.ai,https://www.leena.ai,https://www.linkedin.com/company/leena-ai,2018.0,15.8M,15800000.0,Tier 1,True
CB Insights,cbinsights.com,https://www.cbinsights.com,https://www.linkedin.com/company/cb-insights,2009.0,68.6M,68600000.0,Tier 1,True
Wellfound,wellfound.com,https://www.wellfound.com,https://www.linkedin.com/company/wellfoundhq,2013.0,19.6M,19600000.0,Tier 1,True
Movable Ink,movableink.com,https://www.movableink.com,https://www.linkedin.com/company/movable-ink,2010.0,100M,100000000.0,Tier 1,True
"FourKites, Inc.",fourkites.com,https://www.fourkites.com,https://www.linkedin.com/company/fourkites-inc,2014.0,114.3M,114300000.0,Tier 1,True
Inworld AI,inworld.ai,https://www.inworld.ai,https://www.linkedin.com/company/inworld-ai,2021.0,35.7M,35700000.0,Tier 1,True
Aha!,aha.io,https://www.aha.io,https://www.linkedin.com/company/aha-labs-inc-,2013.0,45.8M,45800000.0,Tier 1,True
Sirion,sirion.ai,https://www.sirion.ai,https://www.linkedin.com/company/sirionclm,2012.0,26M,26000000.0,Tier 1,True
Productboard,productboard.com,https://www.productboard.com,https://www.linkedin.com/company/productboard,2014.0,38.6M,38600000.0,Tier 1,True
Papaya Global,papayaglobal.com,https://www.papayaglobal.com,https://www.linkedin.com/company/papaya-global,2017.0,100M,100000000.0,Tier 1,True
G2,g2.com,https://www.g2.com,https://www.linkedin.com/company/g2dotcom,2012.0,165.5M,165500000.0,Tier 1,True
Medable,medable.com,https://www.medable.com,https://www.linkedin.com/company/medable-inc-,2016.0,11.6M,11600000.0,Tier 1,True
JumpCloud,jumpcloud.com,https://www.jumpcloud.com,https://www.linkedin.com/company/jumpcloud,2012.0,200M,200000000.0,Tier 1,True
Snapsheet Inc,snapsheetclaims.com,https://www.snapsheetclaims.com,https://www.linkedin.com/company/snapsheetinc,2011.0,48.2M,48200000.0,Tier 1,True
Hevo Data,hevodata.com,https://www.hevodata.com,https://www.linkedin.com/company/hevodata,2017.0,46.9M,46900000.0,Tier 1,True
Auth0,auth0-bob.vercel.app,https://www.auth0-bob.vercel.app,https://www.linkedin.com/company/auth0,2013.0,200M,200000000.0,Tier 1,True
MoEngage,moengage.com,https://www.moengage.com,https://www.linkedin.com/company/moengage,2014.0,106.8M,106800000.0,Tier 1,True
Luxury Presence,luxurypresence.com,https://www.luxurypresence.com,https://www.linkedin.com/company/luxurypresence,2016.0,85M,85000000.0,Tier 1,True
dbt Labs,getdbt.com,https://www.getdbt.com,https://www.linkedin.com/company/dbtlabs,2016.0,100M,100000000.0,Tier 1,True
SQUIRE,getsquire.com,https://www.getsquire.com,https://www.linkedin.com/company/squ%c4%abr-technologies,2015.0,102.5M,102500000.0,Tier 1,True
Astronomer,astronomer.io,https://www.astronomer.io,https://www.linkedin.com/company/astronomer,2018.0,39.5M,39500000.0,Tier 1,True
HeadSpin,headspin.io,https://www.headspin.io,https://www.linkedin.com/company/headspin,2015.0,20M,20000000.0,Tier 1,True
Huntress,huntress.com,https://www.huntress.com,https://www.linkedin.com/company/huntress-labs,2015.0,100M,100000000.0,Tier 1,True
Betterworks,betterworks.com,https://www.betterworks.com,https://www.linkedin.com/company/betterworks,2013.0,41.7M,41700000.0,Tier 1,True
Checkmarx,checkmarx.com,https://www.checkmarx.com,https://www.linkedin.com/company/checkmarx,2006.0,150M,150000000.0,Tier 1,True
Pipedrive,pipedrive.com,https://www.pipedrive.com,https://www.linkedin.com/company/pipedrive,2010.0,222M,222000000.0,Tier 1,True
Bubble,bubble.io,https://www.bubble.io,https://www.linkedin.com/company/bubble,2012.0,74.2M,74200000.0,Tier 1,True
Celigo,celigo.com,https://www.celigo.com,https://www.linkedin.com/company/celigo-inc,2011.0,92M,92000000.0,Tier 1,True
CleverTap,clevertap.com,https://www.clevertap.com,https://www.linkedin.com/company/clevertap,2013.0,120M,120000000.0,Tier 1,True
Pipefy,pipefy.com,https://www.pipefy.com,https://www.linkedin.com/company/pipefy,2015.0,65.9M,65900000.0,Tier 1,True
Spendflo,spendflo.com,https://www.spendflo.com,https://www.linkedin.com/company/spendflo,2020.0,15.2M,15200000.0,Tier 1,True
MagicSchool AI,magicschool.ai,https://www.magicschool.ai,https://www.linkedin.com/company/magicschool-ai,2023.0,44.9M,44900000.0,Tier 1,True
Loom,loom.com,https://www.loom.com,https://www.linkedin.com/company/useloom,2016.0,50M,50000000.0,Tier 1,True
Vanta,vanta.com,https://www.vanta.com,https://www.linkedin.com/company/vanta-security,2018.0,220M,220000000.0,Tier 1,True
Instabase,instabase.com,https://www.instabase.com,https://www.linkedin.com/company/instabase,2015.0,50M,50000000.0,Tier 1,True
Briq,briq.com,https://www.briq.com,https://www.linkedin.com/company/briqhq,2018.0,25M,25000000.0,Tier 1,True
Harvey,harvey.ai,https://www.harvey.ai,https://www.linkedin.com/company/harvey-ai,2022.0,190M,190000000.0,Tier 1,True
Clarity AI,clarity.ai,https://www.clarity.ai,https://www.linkedin.com/company/clarity-ai,2017.0,60.1M,60100000.0,Tier 1,True
Creatio,creatio.com,https://www.creatio.com,https://www.linkedin.com/company/creatioglobal,2014.0,175.5M,175500000.0,Tier 1,True
Salesloft,salesloft.com,https://www.salesloft.com,https://www.linkedin.com/company/salesloft,2011.0,110M,110000000.0,Tier 1,True
DoiT,doit.com,https://www.doit.com,https://www.linkedin.com/company/doitintl,2011.0,86.8M,86800000.0,Tier 1,True
Neo4j,neo4j.com,https://www.neo4j.com,https://www.linkedin.com/company/neo4j,2007.0,200M,200000000.0,Tier 1,True
Fireblocks,fireblocks.com,https://www.fireblocks.com,https://www.linkedin.com/company/fireblocks,2018.0,156.3M,156300000.0,Tier 1,True
ZeroFox,zerofox.com,https://www.zerofox.com,https://www.linkedin.com/company/zerofox,2013.0,50M,50000000.0,Tier 1,True
LotusFlare,lotusflare.com,https://www.lotusflare.com,https://www.linkedin.com/company/lotusflare,2014.0,66.1M,66100000.0,Tier 1,True
project44,project44.com,https://www.project44.com,https://www.linkedin.com/company/project-44,2014.0,210.1M,210100000.0,Tier 1,True
Demandbase,demandbase.com,https://www.demandbase.com,https://www.linkedin.com/company/demandbase,2005.0,30.5M,30500000.0,Tier 1,True
LandingAI,landing.ai,https://www.landing.ai,https://www.linkedin.com/company/landing-ai,2017.0,15.2M,15200000.0,Tier 1,True
BigID,bigid.com,https://www.bigid.com,https://www.linkedin.com/company/bigid,2016.0,139.5M,139500000.0,Tier 1,True
Acoustic,acoustic.com,https://www.acoustic.com,https://www.linkedin.com/company/goacoustic,2019.0,126M,126000000.0,Tier 1,True
Clari,clari.com,https://www.clari.com,https://www.linkedin.com/company/clari,2012.0,158.5M,158500000.0,Tier 1,True
Skai,skai.io,https://www.skai.io,https://www.linkedin.com/company/skaicommerce,2006.0,78.9M,78900000.0,Tier 1,True
Securiti AI,securiti.ai,https://www.securiti.ai,https://www.linkedin.com/company/securitiai,2019.0,75.9M,75900000.0,Tier 1,True
One Identity,oneidentity.com,https://www.oneidentity.com,https://www.linkedin.com/company/one-identity,2016.0,62.8M,62800000.0,Tier 1,True
Luciq,luciq.ai,https://www.luciq.ai,https://www.linkedin.com/company/luciq,2014.0,36.5M,36500000.0,Tier 1,True
Fieldwire by Hilti,fieldwire.com,https://www.fieldwire.com,https://www.linkedin.com/company/fieldwirebyhilti,2013.0,22M,22000000.0,Tier 1,True
Posit PBC,posit.co,https://www.posit.co,https://www.linkedin.com/company/posit-software,2009.0,18M,18000000.0,Tier 1,True
Airbase,airbase.com,https://www.airbase.com,https://www.linkedin.com/company/airbaseinc,2017.0,96.6M,96600000.0,Tier 1,True
Mural,mural.co,https://www.mural.co,https://www.linkedin.com/company/mural.co,2011.0,189M,189000000.0,Tier 1,True
Responsive,responsive.io,https://www.responsive.io,https://www.linkedin.com/company/responsiveio,2016.0,67.1M,67100000.0,Tier 1,True
Heap | by Contentsquare,heap.io,https://www.heap.io,https://www.linkedin.com/company/heap-inc-,2013.0,69.2M,69200000.0,Tier 1,True
Beroe Inc,beroeinc.com,https://www.beroeinc.com,https://www.linkedin.com/company/beroe-inc,2006.0,135.5M,135500000.0,Tier 1,True
Innovapptive Inc,innovapptive.com,https://www.innovapptive.com,https://www.linkedin.com/company/innovapptive-inc,2012.0,66.3M,66300000.0,Tier 1,True
Degreed,degreed.com,https://www.degreed.com,https://www.linkedin.com/company/degreed,2012.0,180M,180000000.0,Tier 1,True
Artisan,artisan.co,https://www.artisan.co,https://www.linkedin.com/company/artisanai,2023.0,18M,18000000.0,Tier 1,True
Netwrix Corporation,netwrix.com,https://www.netwrix.com,https://www.linkedin.com/company/netwrix-corporation,2006.0,245.6M,245600000.0,Tier 1,True
Mythical Games,mythicalgames.com,https://www.mythicalgames.com,https://www.linkedin.com/company/mythical,2018.0,59.5M,59500000.0,Tier 1,True
WorkGenius Group,workgenius.com,https://www.workgenius.com,https://www.linkedin.com/company/workgenius-group,2019.0,70M,70000000.0,Tier 1,True
SAP LeanIX,leanix.net,https://www.leanix.net,https://www.linkedin.com/company/sapleanix,2012.0,153.4M,153400000.0,Tier 1,True
Platform9,platform9.com,https://www.platform9.com,https://www.linkedin.com/company/platform9systems,2013.0,20.5M,20500000.0,Tier 1,True
Augury,augury.com,https://www.augury.com,https://www.linkedin.com/company/augury-systems,2011.0,155M,155000000.0,Tier 1,True
Ushur,ushur.ai,https://www.ushur.ai,https://www.linkedin.com/company/ushur-me,2014.0,120.4M,120400000.0,Tier 1,True
Reltio,reltio.com,https://www.reltio.com,https://www.linkedin.com/company/reltio-inc,2011.0,150M,150000000.0,Tier 1,True
Duetto,duettocloud.com,https://www.duettocloud.com,https://www.linkedin.com/company/duetto-research,2012.0,92M,92000000.0,Tier 1,True
Cognite,cognite.com,https://www.cognite.com,https://www.linkedin.com/company/cognitedata,2016.0,170M,170000000.0,Tier 1,True
Reforge,reforge.com,https://www.reforge.com,https://www.linkedin.com/company/reforge,2016.0,135.1M,135100000.0,Tier 1,True
Algolia,algolia.com,https://www.algolia.com,https://www.linkedin.com/company/algolia,2012.0,75M,75000000.0,Tier 1,True
Linear,linear.app,https://www.linear.app,https://www.linkedin.com/company/linearapp,2019.0,20M,20000000.0,Tier 1,True
Sense,sensehq.com,https://www.sensehq.com,https://www.linkedin.com/company/sensehq,2016.0,75M,75000000.0,Tier 1,True
Torre.ai,torre.ai,https://www.torre.ai,https://www.linkedin.com/company/torre-ai,2017.0,62.7M,62700000.0,Tier 1,True
Aircall,aircall.io,https://www.aircall.io,https://www.linkedin.com/company/aircall,2014.0,175M,175000000.0,Tier 1,True
DroneDeploy,dronedeploy.com,https://www.dronedeploy.com,https://www.linkedin.com/company/dronedeploy,2013.0,121.2M,121200000.0,Tier 1,True
Sitetracker,sitetracker.com,https://www.sitetracker.com,https://www.linkedin.com/company/sitetracker,2013.0,75M,75000000.0,Tier 1,True
Axonius,axonius.com,https://www.axonius.com,https://www.linkedin.com/company/axonius,2017.0,151.5M,151500000.0,Tier 1,True
Unite Us,uniteus.com,https://www.uniteus.com,https://www.linkedin.com/company/uniteus,2013.0,107.9M,107900000.0,Tier 1,True
Copado,copado.com,https://www.copado.com,https://www.linkedin.com/company/copadosolutions,2013.0,140M,140000000.0,Tier 1,True
Reputation,reputation.com,https://www.reputation.com,https://www.linkedin.com/company/reputation-com,2006.0,93M,93000000.0,Tier 1,True
Kong,konghq.com,https://www.konghq.com,https://www.linkedin.com/company/konghq,2017.0,146.1M,146100000.0,Tier 1,True
Greenhouse Software,greenhouse.com,https://www.greenhouse.com,https://www.linkedin.com/company/greenhouse-inc-,2012.0,110M,110000000.0,Tier 1,True
Fleetio,fleetio.com,https://www.fleetio.com,https://www.linkedin.com/company/fleetio,2012.0,58M,58000000.0,Tier 1,True
Midi Health,joinmidi.com,https://www.joinmidi.com,https://www.linkedin.com/company/midi-health,2021.0,150M,150000000.0,Tier 1,True
Uniphore,uniphore.com,https://www.uniphore.com,https://www.linkedin.com/company/uniphore,2008.0,500M,500000000.0,Tier 1,True
Bloomreach,bloomreach.com,https://www.bloomreach.com,https://www.linkedin.com/company/bloomreach,2009.0,200M,200000000.0,Tier 1,True
Quantcast,quantcast.com,https://www.quantcast.com,https://www.linkedin.com/company/quantcast,2006.0,52.9M,52900000.0,Tier 1,True
AuditBoard,auditboard.com,https://www.auditboard.com,https://www.linkedin.com/company/auditboard,2014.0,300M,300000000.0,Tier 1,True
DataVisor,datavisor.com,https://www.datavisor.com,https://www.linkedin.com/company/datavisor,2013.0,37.9M,37900000.0,Tier 1,True
BetterCloud,bettercloud.com,https://www.bettercloud.com,https://www.linkedin.com/company/bettercloud,2011.0,67M,67000000.0,Tier 1,True
Abridge,abridge.com,https://www.abridge.com,https://www.linkedin.com/company/abridgehq,2018.0,100M,100000000.0,Tier 1,True
Sysdig,sysdig.com,https://www.sysdig.com,https://www.linkedin.com/company/sysdig,2013.0,283M,283000000.0,Tier 1,True
HeyGen,heygen.com,https://www.heygen.com,https://www.linkedin.com/company/heygen,2020.0,35M,35000000.0,Tier 1,True
Dutchie,dutchie.com,https://www.dutchie.com,https://www.linkedin.com/company/getdutchie,2017.0,45M,45000000.0,Tier 1,True
Ironclad,ironcladapp.com,https://www.ironcladapp.com,https://www.linkedin.com/company/ironclad-inc-,2014.0,150M,150000000.0,Tier 1,True
DaVinci Commerce,jivox.com,https://www.jivox.com,https://www.linkedin.com/company/davincicommerce,2007.0,42M,42000000.0,Tier 1,True
Juniper Square,junipersquare.com,https://www.junipersquare.com,https://www.linkedin.com/company/juniper-square,2014.0,139.8M,139800000.0,Tier 1,True
Seesaw Learning,seesaw.com,https://www.seesaw.com,https://www.linkedin.com/company/seesaw-learning,2015.0,75M,75000000.0,Tier 1,True
Benevity,benevity.com,https://www.benevity.com,https://www.linkedin.com/company/benevity,2008.0,133M,133000000.0,Tier 1,True
User Interviews,userinterviews.com,https://www.userinterviews.com,https://www.linkedin.com/company/user-interviews,2016.0,26.5M,26500000.0,Tier 1,True
Sauce Labs,saucelabs.com,https://www.saucelabs.com,https://www.linkedin.com/company/sauce-labs,2008.0,92.1M,92100000.0,Tier 1,True
SecurityScorecard,securityscorecard.com,https://www.securityscorecard.com,https://www.linkedin.com/company/security-scorecard,2013.0,144.3M,144300000.0,Tier 1,True
ChurnZero,churnzero.com,https://www.churnzero.com,https://www.linkedin.com/company/churnzero,2015.0,180.8M,180800000.0,Tier 1,True
Lusha,lusha.com,https://www.lusha.com,https://www.linkedin.com/company/lushadata,2016.0,64.4M,64400000.0,Tier 1,True
Lookout,lookout.com,https://www.lookout.com,https://www.linkedin.com/company/lookout,2007.0,72.5M,72500000.0,Tier 1,True
Salsify,salsify.com,https://www.salsify.com,https://www.linkedin.com/company/salsify,2012.0,200M,200000000.0,Tier 1,True
Incorta,incorta.com,https://www.incorta.com,https://www.linkedin.com/company/incorta,2013.0,29.4M,29400000.0,Tier 1,True
Testlio,testlio.com,https://www.testlio.com,https://www.linkedin.com/company/testlio,2012.0,75.6M,75600000.0,Tier 1,True
Aper,aper.com,https://www.aper.com,https://www.linkedin.com/company/aperlatam,2016.0,25.4M,25400000.0,Tier 1,True
Pinecone,pinecone.io,https://www.pinecone.io,https://www.linkedin.com/company/pinecone-io,2019.0,26.6M,26600000.0,Tier 1,True
Sureify,sureify.com,https://www.sureify.com,https://www.linkedin.com/company/sureify-com,2012.0,38.9M,38900000.0,Tier 1,True
Mixpanel,mixpanel.com,https://www.mixpanel.com,https://www.linkedin.com/company/mixpanel-inc-,2009.0,210M,210000000.0,Tier 1,True
OpenX,openx.com,https://www.openx.com,https://www.linkedin.com/company/openx,2007.0,200M,200000000.0,Tier 1,True
Beyond,beyondpricing.com,https://www.beyondpricing.com,https://www.linkedin.com/company/beyond-pricing,2013.0,63M,63000000.0,Tier 1,True
FarEye,fareye.com,https://www.fareye.com,https://www.linkedin.com/company/fareye,2013.0,23M,23000000.0,Tier 1,True
Branch,branch.io,https://www.branch.io,https://www.linkedin.com/company/branch-metrics,2014.0,72M,72000000.0,Tier 1,True
"Zenwork, Inc",zenwork.com,https://www.zenwork.com,https://www.linkedin.com/company/zenworkinc,2011.0,19.1M,19100000.0,Tier 1,True
Eltropy,eltropy.com,https://www.eltropy.com,https://www.linkedin.com/company/eltropy,2013.0,12.5M,12500000.0,Tier 1,True
Twilio Segment,segment.com,https://www.segment.com,https://www.linkedin.com/company/segment-io,2012.0,297.7M,297700000.0,Tier 1,True
Persado,persado.com,https://www.persado.com,https://www.linkedin.com/company/persado,2012.0,55M,55000000.0,Tier 1,True
Spyne,spyne.ai,https://www.spyne.ai,https://www.linkedin.com/company/spyne-ai,2018.0,18.4M,18400000.0,Tier 1,True
Maxio,maxio.com,https://www.maxio.com,https://www.linkedin.com/company/wearemaxio,2009.0,49.4M,49400000.0,Tier 1,True
Modern Campus,moderncampus.com,https://www.moderncampus.com,https://www.linkedin.com/company/moderncampus,2018.0,35M,35000000.0,Tier 1,True
Integrate,integrate.com,https://www.integrate.com,https://www.linkedin.com/company/integrate-,2010.0,72.2M,72200000.0,Tier 1,True
Unbounce,unbounce.com,https://www.unbounce.com,https://www.linkedin.com/company/unbounce,2009.0,35.4M,35400000.0,Tier 1,True
Deliverect,deliverect.com,https://www.deliverect.com,https://www.linkedin.com/company/deliverecthq,2018.0,44.7M,44700000.0,Tier 1,True
Acceldata,acceldata.io,https://www.acceldata.io,https://www.linkedin.com/company/acceldata,2018.0,35M,35000000.0,Tier 1,True
Xoxoday,xoxoday.com,https://www.xoxoday.com,https://www.linkedin.com/company/xoxoday,2012.0,26M,26000000.0,Tier 1,True
Triple Whale,triplewhale.com,https://www.triplewhale.com,https://www.linkedin.com/company/triple-whale,2021.0,21.6M,21600000.0,Tier 1,True
Intelligence Node,intelligencenode.com,https://www.intelligencenode.com,https://www.linkedin.com/company/intelligencenode,2012.0,17M,17000000.0,Tier 1,True
Typeface,typeface.ai,https://www.typeface.ai,https://www.linkedin.com/company/typefaceai,2022.0,34.3M,34300000.0,Tier 1,True
GoGuardian,goguardian.com,https://www.goguardian.com,https://www.linkedin.com/company/goguardian,2014.0,147M,147000000.0,Tier 1,True
LocoNav,loconav.com,https://www.loconav.com,https://www.linkedin.com/company/loconav.com,2016.0,48.7M,48700000.0,Tier 1,True
AccuKnox,accuknox.com,https://www.accuknox.com,https://www.linkedin.com/company/accuknox,2020.0,16.5M,16500000.0,Tier 1,True
Lacework,lacework.com,https://www.lacework.com,https://www.linkedin.com/company/lacework,2015.0,350M,350000000.0,Tier 1,True
Personetics,personetics.com,https://www.personetics.com,https://www.linkedin.com/company/personetics,2011.0,45M,45000000.0,Tier 1,True
Jasper,jasper.ai,https://www.jasper.ai,https://www.linkedin.com/company/heyjasperai,2020.0,88M,88000000.0,Tier 1,True
TetraScience,tetrascience.com,https://www.tetrascience.com,https://www.linkedin.com/company/tetrascience,2019.0,24M,24000000.0,Tier 1,True
Muck Rack,muckrack.com,https://www.muckrack.com,https://www.linkedin.com/company/muckrack,2009.0,143.1M,143100000.0,Tier 1,True
Sensor Tower,sensortower.com,https://www.sensortower.com,https://www.linkedin.com/company/sensor-tower,2013.0,17M,17000000.0,Tier 1,True
Devo,devo.com,https://www.devo.com,https://www.linkedin.com/company/devoinc,2011.0,70.6M,70600000.0,Tier 1,True
CareStack™ - Dental Practice Management,carestack.com,https://www.carestack.com,https://www.linkedin.com/company/carestack,2015.0,126M,126000000.0,Tier 1,True
Olo,olo.com,https://www.olo.com,https://www.linkedin.com/company/olo,2005.0,314.3M,314327000.0,Tier 1,True
CloudBees,cloudbees.com,https://www.cloudbees.com,https://www.linkedin.com/company/cloudbees,2010.0,150M,150000000.0,Tier 1,True
Second Front,secondfront.com,https://www.secondfront.com,https://www.linkedin.com/company/secondfront,2014.0,28M,28000000.0,Tier 1,True
brightwheel,mybrightwheel.com,https://www.mybrightwheel.com,https://www.linkedin.com/company/brightwheel,2014.0,37.5M,37500000.0,Tier 1,True
Acorns,acorns.com,https://www.acorns.com,https://www.linkedin.com/company/acorns-grow-inc-,2012.0,262.9M,262900000.0,Tier 1,True
Cordial,cordial.com,https://www.cordial.com,https://www.linkedin.com/company/becordial,2014.0,17.2M,17200000.0,Tier 1,True
LambdaTest is now TestMu AI,lambdatest.com,https://www.lambdatest.com,https://www.linkedin.com/company/lambdatest,2018.0,21M,21000000.0,Tier 1,True
inFeedo AI,infeedo.ai,https://www.infeedo.ai,https://www.linkedin.com/company/infeedo,2016.0,16.1M,16100000.0,Tier 1,True
Aryaka,aryaka.com,https://www.aryaka.com,https://www.linkedin.com/company/aryaka-networks,2009.0,125M,125000000.0,Tier 1,True
SingleStore,singlestore.com,https://www.singlestore.com,https://www.linkedin.com/company/singlestore,2011.0,123M,123000000.0,Tier 1,True
Sendoso,sendoso.com,https://www.sendoso.com,https://www.linkedin.com/company/sendoso,2016.0,84.8M,84800000.0,Tier 1,True
Wattpad,wattpad.com,https://www.wattpad.com,https://www.linkedin.com/company/wattpad,2006.0,50.3M,50300000.0,Tier 1,True
Filevine,filevine.com,https://www.filevine.com,https://www.linkedin.com/company/filevine,2015.0,105M,105000000.0,Tier 1,True
BlueJeans by Verizon,bluejeans.com,https://www.bluejeans.com,https://www.linkedin.com/company/bluejeans-by-verizon,2009.0,100M,100000000.0,Tier 1,True
