"Company Name","Domain","New Column","Website","LinkedIn URL","Founded Year","Revenue","Revenue (USD)","Tier","SaaS Status & Reason"
"Cape.io (formerly Peach)","cape.io",,"http://www.cape.io","http://www.linkedin.com/company/cape-io","1996","",,"Tier 1","true"
"Act-On Software","act-on.com",,"http://www.act-on.com","http://www.linkedin.com/company/act-on-software","2008","44M",44000000,"Tier 1","true"
"Kurtosys","kurtosys.com",,"http://www.kurtosys.com","http://www.linkedin.com/company/kurtosys","2002","16.5M",16500000,"Tier 1","true"
"Lotame","lotame.com",,"http://www.lotame.com","http://www.linkedin.com/company/lotame","2006","125.2M",125200000,"Tier 1","true"
"Brand Networks","bn.co",,"http://www.bn.co","http://www.linkedin.com/company/bnanaugeocompany","2006","27.5M",27500000,"Tier 1","true"
"PX.com","px.com",,"http://www.px.com","http://www.linkedin.com/company/px-platform","2010","14M",14000000,"Tier 1","true"
"Levitate","levitate.ai",,"http://www.levitate.ai","http://www.linkedin.com/company/real-magic","2017","28.8M",28800000,"Tier 1","true"
"Splio","splio.com",,"http://www.splio.com","http://www.linkedin.com/company/splio","2001","34M",34000000,"Tier 1","true"
"Foleon","foleon.com",,"http://www.foleon.com","http://www.linkedin.com/company/foleon","2013","13M",13000000,"Tier 1","true"
"Infinity","infinity.co",,"http://www.infinity.co","http://www.linkedin.com/company/infinityco","2010","15M",15000000,"Tier 1","true"
"Redpoint Global Inc.","redpointglobal.com",,"http://www.redpointglobal.com","http://www.linkedin.com/company/redpoint-global-inc","2006","15.2M",15200000,"Tier 1","true"
"datawrkz","datawrkz.com",,"http://www.datawrkz.com","http://www.linkedin.com/company/datawrkz","2013","12M",12000000,"Tier 1","false"
"Stirista","stirista.com",,"http://www.stirista.com","http://www.linkedin.com/company/stirista-global","2009","58.5M",58500000,"Tier 1","true"
"Primelis","primelis.com",,"http://www.primelis.com","http://www.linkedin.com/company/primelis-global","2009","19.6M",19600000,"Tier 1","true"
"Unbiased","unbiased.co.uk",,"http://www.unbiased.co.uk","http://www.linkedin.com/company/unbiased-co-uk","2010","25M",25000000,"Tier 1","true"
"ownerIQ","owneriq.com",,"http://www.owneriq.com","http://www.linkedin.com/company/owneriq-inc-","2007","12.5M",12500000,"Tier 1","false"
