"Company Name","Domain","New Column","Website","LinkedIn URL","Founded Year","Revenue","Revenue (USD)","Tier","SaaS Status & Reason"
"Bigtincan","bigtincan.com",,"http://www.bigtincan.com","http://www.linkedin.com/company/bigtincan","2011","78.1M",78075000,"Tier 1","true"
"Jane App","jane.app",,"http://www.jane.app","http://www.linkedin.com/company/janerunsclinics","2012","100M",100000000,"Tier 1","true"
"GlossGenius","glossgenius.com",,"http://www.glossgenius.com","http://www.linkedin.com/company/glossgenius","2016","6.8M",6800000,"Tier 1","true"
"KiwiTech","kiwitech.com",,"http://www.kiwitech.com","http://www.linkedin.com/company/kiwitech","2009","112.9M",112900000,"Tier 1","false"
"Slice","slice.com",,"http://www.slice.com","http://www.linkedin.com/company/slice","2010","100M",100000000,"Tier 1","true"
"Taulia","",,"","http://www.linkedin.com/company/taulia","2009","48.8M",48800000,"Tier 1",
"Disprz","disprz.ai",,"http://www.disprz.ai","http://www.linkedin.com/company/disprz","2015","12M",12000000,"Tier 1","true"
"Colossal Biosciences","colossal.com",,"http://www.colossal.com","http://www.linkedin.com/company/colossal","2021","2M",2000000,"Tier 1","false"
"Yotpo","yotpo.com",,"http://www.yotpo.com","http://www.linkedin.com/company/yotpo","2011","213M",213000000,"Tier 1","true"
"Quickbase","quickbase.com",,"http://www.quickbase.com","http://www.linkedin.com/company/quickbase","1999","94.9M",94900000,"Tier 1","true"
"Azurity Pharmaceuticals","azurity.com",,"http://www.azurity.com","http://www.linkedin.com/company/azuritypharmaceuticals","2000","150M",150000000,"Tier 1","false"
"Krisp","krisp.ai",,"http://www.krisp.ai","http://www.linkedin.com/company/krisphq","2017","37.7M",37700000,"Tier 1","true"
"Fullbay","fullbay.com",,"http://www.fullbay.com","http://www.linkedin.com/company/fullbay","2014","19.4M",19400000,"Tier 1","true"
"Coralogix","coralogix.com",,"http://www.coralogix.com","http://www.linkedin.com/company/coralogix","2014","100M",100000000,"Tier 1","true"
"EverTrue","evertrue.com",,"http://www.evertrue.com","http://www.linkedin.com/company/evertrue","2010","34.6M",34600000,"Tier 1","true"
"Humi by Employment Hero","",,"","http://www.linkedin.com/company/humi-hr",,"",,"Tier 1",
"Q4","q4inc.com",,"http://www.q4inc.com","http://www.linkedin.com/company/q4-inc","2006","85M",85000000,"Tier 1","true"
"MedeAnalytics","medeanalytics.com",,"http://www.medeanalytics.com","http://www.linkedin.com/company/medeanalytics-inc","1993","42.8M",42800000,"Tier 1","true"
"Neostella","neostella.com",,"http://www.neostella.com","http://www.linkedin.com/company/neostella","2019","42.4M",42400000,"Tier 1","true"
"Intro","intro.co",,"http://www.intro.co","http://www.linkedin.com/company/useintro","2020","22.7M",22700000,"Tier 1","false"
"Algo","algo.com",,"http://www.algo.com","http://www.linkedin.com/company/algoai","2016","51.5M",51500000,"Tier 1","true"
"SOCi.ai","soci.ai",,"http://www.soci.ai","http://www.linkedin.com/company/soci-ai","2012","100M",100000000,"Tier 1","true"
"Orum 🥇","orum.com",,"http://www.orum.com","http://www.linkedin.com/company/orumhq","2018","36M",36000000,"Tier 1","true"
"Seven Seven Six 7️⃣7️⃣6️⃣","sevensevensix.com",,"http://www.sevensevensix.com","http://www.linkedin.com/company/sevensevensix","2020","",,"Tier 1","false"
"Skyflow","skyflow.com",,"http://www.skyflow.com","http://www.linkedin.com/company/skyflow","2019","19.8M",19800000,"Tier 1","true"
"BuildOps","buildops.com",,"http://www.buildops.com","http://www.linkedin.com/company/buildops","2018","97.4M",97400000,"Tier 1","true"
"CloudTalk","cloudtalk.io",,"http://www.cloudtalk.io","http://www.linkedin.com/company/cloudtalk.io","2016","11.8M",11800000,"Tier 1","true"
"GoodData","gooddata.com",,"http://www.gooddata.com","http://www.linkedin.com/company/gooddata","2007","63M",63000000,"Tier 1","true"
"Fyle","fylehq.com",,"http://www.fylehq.com","http://www.linkedin.com/company/fyle","2016","3M",3000000,"Tier 1","true"
"TigerGraph","tigergraph.com",,"http://www.tigergraph.com","http://www.linkedin.com/company/tigergraph","2012","14.1M",14100000,"Tier 1","true"
"Aras Corporation","aras.com",,"http://www.aras.com","http://www.linkedin.com/company/aras-corporation","2000","17M",17000000,"Tier 1","true"
"Ergeon","ergeon.com",,"http://www.ergeon.com","http://www.linkedin.com/company/ergeoninc","2018","62.9M",62900000,"Tier 1","false"
"Visier Inc.","visier.com",,"http://www.visier.com","http://www.linkedin.com/company/visier-analytics","2010","147.3M",147300000,"Tier 1","true"
"Cynet Security","cynet.com",,"http://www.cynet.com","http://www.linkedin.com/company/cynet-security","2014","51.1M",51087000,"Tier 1","true"
"Adobe Workfront","workfront.com",,"http://www.workfront.com","http://www.linkedin.com/company/adobeworkfront","2001","200M",200000000,"Tier 1","true"
"Bench Accounting by Mainstreet","",,"","http://www.linkedin.com/company/benchaccounting","2012","48.9M",48949000,"Tier 1",
"SoftLayer, an IBM Company","softlayer.com",,"http://www.softlayer.com","http://www.linkedin.com/company/softlayer-technologies-inc-","2005","101M",101000000,"Tier 1","false"
"Infinidat","infinidat.com",,"http://www.infinidat.com","http://www.linkedin.com/company/infinidat","2011","108M",108000000,"Tier 1","false"
"Mistral AI","mistral.ai",,"http://www.mistral.ai","http://www.linkedin.com/company/mistralai","2023","100M",100000000,"Tier 1","true"
"Mirakl","mirakl.com",,"http://www.mirakl.com","http://www.linkedin.com/company/mirakl","2012","177M",177000000,"Tier 1","true"
"Treatwell","treatwell.com",,"http://www.treatwell.com","http://www.linkedin.com/company/treatwell-com","2008","12M",12000000,"Tier 1","true"
"Lovable","lovable.dev",,"http://www.lovable.dev","http://www.linkedin.com/company/lovable-dev","2023","200M",200000000,"Tier 1","true"
"Bending Spoons","bendingspoons.com",,"http://www.bendingspoons.com","http://www.linkedin.com/company/bendingspoons","2013","230M",230000000,"Tier 1","false"
"n8n","n8n.io",,"http://www.n8n.io","http://www.linkedin.com/company/n8n","2019","40M",40000000,"Tier 1","true"
"Swile","swile.co",,"http://www.swile.co","http://www.linkedin.com/company/swile","2018","213M",213000000,"Tier 1","true"
"hackajob","hackajob.com",,"http://www.hackajob.com","http://www.linkedin.com/company/hackajob","2014","44M",44000000,"Tier 1","true"
"Index Ventures","indexventures.com",,"http://www.indexventures.com","http://www.linkedin.com/company/index-ventures","1996","63M",63000000,"Tier 1","false"
"Typeform","",,"","http://www.linkedin.com/company/typeform-","2012","78M",78000000,"Tier 1",
"Shipsy","shipsy.io",,"http://www.shipsy.io","http://www.linkedin.com/company/shipsy","2015","27.1M",27100000,"Tier 1","true"
"Cobee","pluxee.es",,"http://www.pluxee.es","http://www.linkedin.com/company/cobee-by-pluxee","2019","",,"Tier 1","true"
"PayFit","payfit.com",,"http://www.payfit.com","http://www.linkedin.com/company/payfit","2015","155.7M",155700000,"Tier 1","true"
"Hg","hgcapital.com",,"http://www.hgcapital.com","http://www.linkedin.com/company/hgcapital","2000","350M",350000000,"Tier 1","false"
"Cegid for HR","",,"","http://www.linkedin.com/company/cegidforhr",,"",,"Tier 1",
"Talentsoft","talentsoft.com",,"http://www.talentsoft.com","http://www.linkedin.com/company/talentsoft","2007","132M",132000000,"Tier 1","true"
"Fenergo","fenergo.com",,"http://www.fenergo.com","http://www.linkedin.com/company/fenergo","2009","162M",162000000,"Tier 1","true"
"Cognism","cognism.com",,"http://www.cognism.com","http://www.linkedin.com/company/cognism","2015","83M",83000000,"Tier 1","true"
"Framer","framer.com",,"http://www.framer.com","http://www.linkedin.com/company/framer","2014","50M",50000000,"Tier 1","true"
"Plentific","plentific.com",,"http://www.plentific.com","http://www.linkedin.com/company/plentific","2012","17M",17000000,"Tier 1","true"
"Spendesk","spendesk.com",,"http://www.spendesk.com","http://www.linkedin.com/company/spendesk","2016","52M",52000000,"Tier 1","true"
"Kpler","kpler.com",,"http://www.kpler.com","http://www.linkedin.com/company/kpler","2014","100M",100000000,"Tier 1","true"
"Quantexa","quantexa.com",,"http://www.quantexa.com","http://www.linkedin.com/company/quantexa","2016","163M",163000000,"Tier 1","true"
"WorkMotion","workmotion.com",,"http://www.workmotion.com","http://www.linkedin.com/company/workmotionglobal","2020","200M",200000000,"Tier 1","true"
"Voodoo","voodoo.io",,"http://www.voodoo.io","http://www.linkedin.com/company/voodoo.io","2013","670M",670000000,"Tier 1","false"
"Leverage Edu","leverageedu.com",,"http://www.leverageedu.com","http://www.linkedin.com/company/leverage-edu","2017","21M",21000000,"Tier 1","true"
"Partech","partechpartners.com",,"http://www.partechpartners.com","http://www.linkedin.com/company/partech","1982","6.5M",6500000,"Tier 1","false"
"Dext","dext.com",,"http://www.dext.com","http://www.linkedin.com/company/hellodext","2010","54.3M",54300000,"Tier 1","true"
"Pennylane","pennylane.com",,"http://www.pennylane.com","http://www.linkedin.com/company/pennylaneaccounting","2020","115M",115000000,"Tier 1","true"
"Pleo","pleo.io",,"http://www.pleo.io","http://www.linkedin.com/company/pleo-company","2015","108M",108000000,"Tier 1","true"
"BizAway","bizaway.com",,"http://www.bizaway.com","http://www.linkedin.com/company/bizaway","2015","20.2M",20200000,"Tier 1","true"
"Mambu","mambu.com",,"http://www.mambu.com","http://www.linkedin.com/company/mambu","2011","128.6M",128600000,"Tier 1","true"
"Shippeo","shippeo.com",,"http://www.shippeo.com","http://www.linkedin.com/company/shippeo","2014","22.3M",22300000,"Tier 1","true"
"Matillion","matillion.com",,"http://www.matillion.com","http://www.linkedin.com/company/matillion-limited","2011","93M",93000000,"Tier 1","true"
"GoCardless","gocardless.com",,"http://www.gocardless.com","http://www.linkedin.com/company/gocardless","2011","160M",160000000,"Tier 1","true"
"Fiscozen","fiscozen.it",,"http://www.fiscozen.it","http://www.linkedin.com/company/fiscozen","2018","5.5M",5500000,"Tier 1","true"
"Nuitée","nuitee.com",,"http://www.nuitee.com","http://www.linkedin.com/company/nuitee","2016","29.5M",29500000,"Tier 1","true"
"Teamwork.com","teamwork.com",,"http://www.teamwork.com","http://www.linkedin.com/company/teamwork-com","2007","83.3M",83300000,"Tier 1","true"
"Lucca","lucca.fr",,"http://www.lucca.fr","http://www.linkedin.com/company/lucca","2002","88M",88000000,"Tier 1","true"
"Brandwatch","brandwatch.com",,"http://www.brandwatch.com","http://www.linkedin.com/company/brandwatch","2007","61.1M",61084000,"Tier 1","true"
"xFarm Technologies","xfarm.ag",,"http://www.xfarm.ag","http://www.linkedin.com/company/xfarm-technologies","2017","39.4M",39400000,"Tier 1","true"
"Paddle","paddle.com",,"http://www.paddle.com","http://www.linkedin.com/company/paddle","2012","100M",100000000,"Tier 1","true"
"Red Points","redpoints.com",,"http://www.redpoints.com","http://www.linkedin.com/company/redpoints","2011","16M",16000000,"Tier 1","true"
"Contentful","contentful.com",,"http://www.contentful.com","http://www.linkedin.com/company/contentful","2013","219M",219000000,"Tier 1","true"
"Ukio","ukio.com",,"http://www.ukio.com","http://www.linkedin.com/company/ukio","2020","7.5M",7493000,"Tier 1","false"
"Lunar","lunar.app",,"http://www.lunar.app","http://www.linkedin.com/company/lunarbank","2015","75M",75000000,"Tier 1","true"
"Brevo","brevo.com",,"http://www.brevo.com","http://www.linkedin.com/company/brevo","2012","233M",233000000,"Tier 1","true"
"Octopus Ventures","octopusventures.com",,"http://www.octopusventures.com","http://www.linkedin.com/company/octopus-ventures","2008","262M",262000000,"Tier 1","false"
"Sana","sanalabs.com",,"http://www.sanalabs.com","http://www.linkedin.com/company/sana-labs","2016","22M",22000000,"Tier 1","true"
"Project A","project-a.com",,"http://www.project-a.com","http://www.linkedin.com/company/project-a-vc","2012","34M",34000000,"Tier 1","false"
"GoodHabitz","goodhabitz.com",,"http://www.goodhabitz.com","http://www.linkedin.com/company/goodhabitz","2011","74.9M",74900000,"Tier 1","true"
"Stuart","stuart.com",,"http://www.stuart.com","http://www.linkedin.com/company/stuartdelivery","2015","154M",154000000,"Tier 1","true"
"Showpad","showpad.com",,"http://www.showpad.com","http://www.linkedin.com/company/showpad","2011","96.3M",96333000,"Tier 1","true"
"Coverflex","coverflex.com",,"http://www.coverflex.com","http://www.linkedin.com/company/getcoverflex","2019","38.5M",38500000,"Tier 1","true"
"Beamery","beamery.com",,"http://www.beamery.com","http://www.linkedin.com/company/beamery","2014","112.8M",112800000,"Tier 1","true"
"Funnel","funnel.io",,"http://www.funnel.io","http://www.linkedin.com/company/funnel-io","2014","50M",50000000,"Tier 1","true"
"LoopMe","loopme.com",,"http://www.loopme.com","http://www.linkedin.com/company/loopme","2012","2B",2000000000,"Tier 1","false"
"Incubeta","incubeta.com",,"http://www.incubeta.com","http://www.linkedin.com/company/incubeta","2001","410M",410000000,"Tier 1","false"
"ComplyAdvantage","complyadvantage.com",,"http://www.complyadvantage.com","http://www.linkedin.com/company/complyadvantage","2014","",,"Tier 1","true"
"TEKEVER","tekever.com",,"http://www.tekever.com","http://www.linkedin.com/company/tekever","2001","68.2M",68200000,"Tier 1","true"
"Plat4mation","plat4mation.com",,"http://www.plat4mation.com","http://www.linkedin.com/company/plat4mation","2013","77.9M",77900000,"Tier 1","false"
"Keepit","keepit.com",,"http://www.keepit.com","http://www.linkedin.com/company/keepit-a-s","2007","52M",52000000,"Tier 1","true"
"Payhawk","payhawk.com",,"http://www.payhawk.com","http://www.linkedin.com/company/payhawk","2018","24M",24000000,"Tier 1","true"
"TOPdesk","topdesk.com",,"http://www.topdesk.com","http://www.linkedin.com/company/topdesk","1993","119M",119000000,"Tier 1","true"
"10x Banking","10xbanking.com",,"http://www.10xbanking.com","http://www.linkedin.com/company/10x-banking","2016","82M",82000000,"Tier 1","true"
"commercetools","commercetools.com",,"http://www.commercetools.com","http://www.linkedin.com/company/commercetools","2010","21M",21000000,"Tier 1","true"
"Silae","silae.fr",,"http://www.silae.fr","http://www.linkedin.com/company/silae","2010","4.2M",4200000,"Tier 1","true"
"HV Capital","hvcapital.com",,"http://www.hvcapital.com","http://www.linkedin.com/company/hvcapital","2000","23.4M",23400000,"Tier 1","false"
"TestGorilla","testgorilla.com",,"http://www.testgorilla.com","http://www.linkedin.com/company/testgorilla","2020","63.5M",63500000,"Tier 1","true"
"Lodgify","lodgify.com",,"http://www.lodgify.com","http://www.linkedin.com/company/lodgify","2012","75M",75000000,"Tier 1","true"
"Fresha","fresha.com",,"http://www.fresha.com","http://www.linkedin.com/company/heyfresha","2015","43.4M",43400000,"Tier 1","true"
"Lingokids","lingokids.com",,"http://www.lingokids.com","http://www.linkedin.com/company/lingokids","2015","31.9M",31900000,"Tier 1","true"
"Expensya","expensya.com",,"http://www.expensya.com","http://www.linkedin.com/company/expensya","2014","26.1M",26100000,"Tier 1","true"
"Atom bank","atombank.co.uk",,"http://www.atombank.co.uk","http://www.linkedin.com/company/atom-bank","2014","132M",132000000,"Tier 1","false"
"GWI","gwi.com",,"http://www.gwi.com","http://www.linkedin.com/company/gwidotcom","2009","48.1M",48084000,"Tier 1","true"
"Monta","monta.com",,"http://www.monta.com","http://www.linkedin.com/company/montaapp","2020","100M",100000000,"Tier 1","true"
"Stream","stream.co",,"http://www.stream.co","http://www.linkedin.com/company/stream-fair-financial-tools","2018","",,"Tier 1","true"
"Zartis","zartis.com",,"http://www.zartis.com","http://www.linkedin.com/company/zartis","2009","36.5M",36500000,"Tier 1","false"
"Numa","numastays.com",,"http://www.numastays.com","http://www.linkedin.com/company/numa-stays","2019","83M",83000000,"Tier 1","false"
"Jet HR","jethr.com",,"http://www.jethr.com","http://www.linkedin.com/company/jethr","2023","37M",37000000,"Tier 1","true"
"Gett","gett.com",,"http://www.gett.com","http://www.linkedin.com/company/gettaxi","2010","143.4M",143400000,"Tier 1","false"
"Smartness","smartness.com",,"http://www.smartness.com","http://www.linkedin.com/company/smartness-com","2020","",,"Tier 1","true"
"Seedcamp","seedcamp.com",,"http://www.seedcamp.com","http://www.linkedin.com/company/seedcamp_2","2007","7.5M",7500000,"Tier 1","false"
"Orgvue","orgvue.com",,"http://www.orgvue.com","http://www.linkedin.com/company/orgvue","2007","52.5M",52500000,"Tier 1","true"
"Lucanet","lucanet.com",,"http://www.lucanet.com","http://www.linkedin.com/company/lucanet-ag","1999","23M",23000000,"Tier 1","true"
"SAP Signavio","signavio.com",,"http://www.signavio.com","http://www.linkedin.com/company/signavio","2009","30M",30000000,"Tier 1","true"
"Emarsys","emarsys.com",,"http://www.emarsys.com","http://www.linkedin.com/company/emarsys","2000","185.4M",185400000,"Tier 1","true"
"Adjust","adjust.com",,"http://www.adjust.com","http://www.linkedin.com/company/adjustcom","2012","141.3M",141300000,"Tier 1","true"
"ifeel","ifeelonline.com",,"http://www.ifeelonline.com","http://www.linkedin.com/company/ifeelonline","2017","192M",192000000,"Tier 1","true"
"Teamtailor","teamtailor.com",,"http://www.teamtailor.com","http://www.linkedin.com/company/teamtailor","2013","47M",47000000,"Tier 1","true"
"Runna","runna.com",,"http://www.runna.com","http://www.linkedin.com/company/runna","2020","19.7M",19700000,"Tier 1","true"
"Bynder","bynder.com",,"http://www.bynder.com","http://www.linkedin.com/company/bynder","2013","130M",130000000,"Tier 1","true"
"Connectd","connectd.com",,"http://www.connectd.com","http://www.linkedin.com/company/connectd-co","2019","12M",12000000,"Tier 1","true"
"Reward Gateway","rewardgateway.com",,"http://www.rewardgateway.com","http://www.linkedin.com/company/reward-gateway","2006","235.0M",234990000,"Tier 1","true"
"Secret Escapes","secretescapes.com",,"http://www.secretescapes.com","http://www.linkedin.com/company/secret-escapes","2010","217M",217000000,"Tier 1","false"
"AKUR8","akur8.com",,"http://www.akur8.com","http://www.linkedin.com/company/akur8","2019","62M",62000000,"Tier 1","true"
"Bank of London","bankoflondon.com",,"http://www.bankoflondon.com","http://www.linkedin.com/company/bankoflondon","2021","110M",110000000,"Tier 1","false"
"Raisin","raisin.com",,"http://www.raisin.com","http://www.linkedin.com/company/join-raisin","2012","198.4M",198400000,"Tier 1","false"
"Supermetrics","supermetrics.com",,"http://www.supermetrics.com","http://www.linkedin.com/company/supermetrics","2013","89.5M",89500000,"Tier 1","true"
"Matera","matera.eu",,"http://www.matera.eu","http://www.linkedin.com/company/materafr","2017","16M",16000000,"Tier 1","true"
"Cooltra","cooltra.com",,"http://www.cooltra.com","http://www.linkedin.com/company/cooltra-com","2006","63M",63000000,"Tier 1","false"
"Smartly","smartly.io",,"http://www.smartly.io","http://www.linkedin.com/company/smartly-io","2013","150M",150000000,"Tier 1","true"
"Unmind","unmind.com",,"http://www.unmind.com","http://www.linkedin.com/company/unmindhq","2016","46.1M",46100000,"Tier 1","true"
"Doctify","doctify.com",,"http://www.doctify.com","http://www.linkedin.com/company/doctify","2015","15.8M",15800000,"Tier 1","true"
"ESG Book","esgbook.com",,"http://www.esgbook.com","http://www.linkedin.com/company/esgbook","2018","49.4M",49400000,"Tier 1","true"
"LIQUIDITY","liquidity.com",,"http://www.liquidity.com","http://www.linkedin.com/company/liquidity","2018","21M",21000000,"Tier 1","false"
"NavVis","navvis.com",,"http://www.navvis.com","http://www.linkedin.com/company/navvis","2013","51.5M",51500000,"Tier 1","true"
"Amenitiz","amenitiz.com",,"http://www.amenitiz.com","http://www.linkedin.com/company/amenitiz","2018","16M",16000000,"Tier 1","true"
"Attio","attio.com",,"http://www.attio.com","http://www.linkedin.com/company/attio","2019","1.8M",1800000,"Tier 1","true"
"Urban Sports Club","urbansportsclub.com",,"http://www.urbansportsclub.com","http://www.linkedin.com/company/urbansportsclub","2012","35M",35000000,"Tier 1","false"
"Akeneo","akeneo.com",,"http://www.akeneo.com","http://www.linkedin.com/company/akeneo","2013","53.2M",53200000,"Tier 1","true"
"Hostaway","hostaway.com",,"http://www.hostaway.com","http://www.linkedin.com/company/hostaway","2015","43.3M",43300000,"Tier 1","true"
"HTGF | High-Tech Gründerfonds","htgf.de",,"http://www.htgf.de","http://www.linkedin.com/company/high-tech-gruenderfonds","2005","7.3M",7344000,"Tier 1","false"
"iziwork","iziwork.com",,"http://www.iziwork.com","http://www.linkedin.com/company/iziwork","2018","268M",268000000,"Tier 1","false"
"Trading 212","trading212.com",,"http://www.trading212.com","http://www.linkedin.com/company/trading212","2004","244M",244000000,"Tier 1","false"
"SAP Hybris","hybris.com",,"http://www.hybris.com","http://www.linkedin.com/company/sap-hybris","1997","150M",150000000,"Tier 1","true"
"Meditopia","meditopia.com",,"http://www.meditopia.com","http://www.linkedin.com/company/meditopia","2015","54.6M",54600000,"Tier 1","true"
"PlanRadar","planradar.com",,"http://www.planradar.com","http://www.linkedin.com/company/planradar","2013","32.1M",32100000,"Tier 1","true"
"Housfy","housfy.com",,"http://www.housfy.com","http://www.linkedin.com/company/housfy","2017","28M",28000000,"Tier 1","false"
"SimScale","simscale.com",,"http://www.simscale.com","http://www.linkedin.com/company/simscale","2012","21.6M",21600000,"Tier 1","true"
"Storyblok","storyblok.com",,"http://www.storyblok.com","http://www.linkedin.com/company/storyblok","2017","80M",80000000,"Tier 1","true"
"IK Partners","ikpartners.com",,"http://www.ikpartners.com","http://www.linkedin.com/company/ik-partners","1989","170M",170000000,"Tier 1","false"
"Deepki","deepki.com",,"http://www.deepki.com","http://www.linkedin.com/company/deepki","2014","28.3M",28310000,"Tier 1","true"
"Quandoo | Online Restaurant Booking","quandoo.com",,"http://www.quandoo.com","http://www.linkedin.com/company/quandoo","2012","116.7M",116700000,"Tier 1","true"
"Choco","choco.com",,"http://www.choco.com","http://www.linkedin.com/company/choco-app","2018","50M",50000000,"Tier 1","true"
"Perkbox","perkbox.com",,"http://www.perkbox.com","http://www.linkedin.com/company/perkbox","2015","47M",47000000,"Tier 1","true"
"Corin Group","coringroup.com",,"http://www.coringroup.com","http://www.linkedin.com/company/corin-ltd","1985","193M",193000000,"Tier 1","true"
"jobvalley","jobvalley.com",,"http://www.jobvalley.com","http://www.linkedin.com/company/jobvalley","2008","129M",129000000,"Tier 1","true"
"Intigriti","intigriti.com",,"http://www.intigriti.com","http://www.linkedin.com/company/intigriti","2016","7.3M",7299000,"Tier 1","true"
"Accedo.tv","accedo.tv",,"http://www.accedo.tv","http://www.linkedin.com/company/accedo-tv","2004","60M",60000000,"Tier 1","true"
"Webfleet","webfleet.com",,"http://www.webfleet.com","http://www.linkedin.com/company/webfleet","2004","60M",60000000,"Tier 1","true"
"Kriya","kriya.co",,"http://www.kriya.co","http://www.linkedin.com/company/kriyafinance","2011","28.1M",28100000,"Tier 1","false"
"DiliTrust","dilitrust.com",,"http://www.dilitrust.com","http://www.linkedin.com/company/dilitrust","2005","22.9M",22931000,"Tier 1","true"
"Locala","asklocala.com",,"http://www.asklocala.com","http://www.linkedin.com/company/ask-locala","2011","45.5M",45500000,"Tier 1","true"
"Expereo","expereo.com",,"http://www.expereo.com","http://www.linkedin.com/company/expereo","2004","450M",450000000,"Tier 1","false"
"Quinyx","quinyx.com",,"http://www.quinyx.com","http://www.linkedin.com/company/quinyx","2005","42.4M",42400000,"Tier 1","true"
"Syncron","syncron.com",,"http://www.syncron.com","http://www.linkedin.com/company/syncron","1999","144.5M",144500000,"Tier 1","true"
"Agicap","agicap.com",,"http://www.agicap.com","http://www.linkedin.com/company/agicap","2016","45.4M",45400000,"Tier 1","true"
"Dotdigital","dotdigital.com",,"http://www.dotdigital.com","http://www.linkedin.com/company/dotdigital","1999","115M",115000000,"Tier 1","true"
"Shop Circle","shopcircle.co",,"http://www.shopcircle.co","http://www.linkedin.com/company/shop-circle","2021","43.3M",43300000,"Tier 1","false"
"Croud","croud.com",,"http://www.croud.com","http://www.linkedin.com/company/croud","2011","17M",17000000,"Tier 1","false"
"Gorilla - Energy Margin Intelligence","gorilla.co",,"http://www.gorilla.co","http://www.linkedin.com/company/gorilladata","2018","10.5M",10500000,"Tier 1","true"
"Signaturit Group","signaturit.com",,"http://www.signaturit.com","http://www.linkedin.com/company/signaturit","2013","27.3M",27300000,"Tier 1","true"
"Paysend","paysend.com",,"http://www.paysend.com","http://www.linkedin.com/company/paysend","2017","100M",100000000,"Tier 1","false"
"Nasstar","nasstar.com",,"http://www.nasstar.com","http://www.linkedin.com/company/nasstar-group","1998","187M",187000000,"Tier 1","false"
"papernest","papernest.com",,"http://www.papernest.com","http://www.linkedin.com/company/papernest","2015","78.2M",78200000,"Tier 1","false"
"PlayPlay","playplay.com",,"http://www.playplay.com","http://www.linkedin.com/company/playplay","2017","48.3M",48300000,"Tier 1","true"
"bsport","bsport.io",,"http://www.bsport.io","http://www.linkedin.com/company/bsportio","2018","10M",10000000,"Tier 1","true"
"Monese","monese.com",,"http://www.monese.com","http://www.linkedin.com/company/monese","2015","33.5M",33509000,"Tier 1","false"
"Ziflow","ziflow.com",,"http://www.ziflow.com","http://www.linkedin.com/company/ziflow","2016","22.5M",22500000,"Tier 1","true"
"Dealfront","dealfront.com",,"http://www.dealfront.com","http://www.linkedin.com/company/dealfront","2011","41.2M",41200000,"Tier 1","true"
"Holidu","holidu.com",,"http://www.holidu.com","http://www.linkedin.com/company/holidu","2014","144.7M",144700000,"Tier 1","true"
"Econsultancy","econsultancy.com",,"http://www.econsultancy.com","http://www.linkedin.com/school/econsultancy","1999","9.5M",9500000,"Tier 1","false"
"Falcon.io","falcon.io",,"http://www.falcon.io","http://www.linkedin.com/company/falconio","2010","27.5M",27500000,"Tier 1","true"
"PrestaShop","prestashop.com",,"http://www.prestashop.com","http://www.linkedin.com/company/prestashop","2007","38.4M",38400000,"Tier 1","true"
"DataGuard","dataguard.com",,"http://www.dataguard.com","http://www.linkedin.com/company/dataguard1","2018","24M",24000000,"Tier 1","true"
"STARK","stark-defence.com",,"http://www.stark-defence.com","http://www.linkedin.com/company/stark-defence","2024","",,"Tier 1","true"
"Skaleet","skaleet.com",,"http://www.skaleet.com","http://www.linkedin.com/company/skaleet","2015","8M",8000000,"Tier 1","true"
"Shine France","shine.fr",,"http://www.shine.fr","http://www.linkedin.com/company/shine-france-tools","2017","11M",11000000,"Tier 1","false"
"Rise Up","riseup.ai",,"http://www.riseup.ai","http://www.linkedin.com/company/rise-up-ai-france","2014","10M",10000000,"Tier 1","true"
"BETC FULLSIX","betcfullsix.com",,"http://www.betcfullsix.com","http://www.linkedin.com/company/betc-fullsix","1998","55M",55000000,"Tier 1","false"
"Rydoo","rydoo.com",,"http://www.rydoo.com","http://www.linkedin.com/company/rydoo","2011","64M",64000000,"Tier 1","true"
"CleverConnect","cleverconnect.com",,"http://www.cleverconnect.com","http://www.linkedin.com/company/cleverconnect","2010","20.9M",20900000,"Tier 1","true"
"ABC Glofox","glofox.com",,"http://www.glofox.com","http://www.linkedin.com/company/abcglofox","2014","22M",22000000,"Tier 1","true"
"Mapp","mapp.com",,"http://www.mapp.com","http://www.linkedin.com/company/mapp-digital","2000","61.7M",61700000,"Tier 1","true"
"Cazoo","cazoo.co.uk",,"http://www.cazoo.co.uk","http://www.linkedin.com/company/cazoo","2018","1.3B",1336896000,"Tier 1","false"
"Virtuoso QA","virtuosoqa.com",,"http://www.virtuosoqa.com","http://www.linkedin.com/company/virtuoso-qa","2016","",,"Tier 1","true"
"CarTrawler","cartrawler.com",,"http://www.cartrawler.com","http://www.linkedin.com/company/cartrawler","2004","193M",193000000,"Tier 1","true"
"Eskimoz","eskimoz.fr",,"http://www.eskimoz.fr","http://www.linkedin.com/company/eskimoz","2015","41M",41000000,"Tier 1","true"
"Planday","planday.com",,"http://www.planday.com","http://www.linkedin.com/company/planday","2005","19M",19000000,"Tier 1","true"
"Genesis Global","genesis.global",,"http://www.genesis.global","http://www.linkedin.com/company/genesis-global-technology","2015","20M",20000000,"Tier 1","false"
"Streetbees","streetbees.com",,"http://www.streetbees.com","http://www.linkedin.com/company/streetbees","2015","23.6M",23600000,"Tier 1","true"
"cargo.one","cargo.one",,"http://www.cargo.one","http://www.linkedin.com/company/cargoone","2017","8.4M",8400000,"Tier 1","true"
